Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_02657_mltG_2,sp|O34758|MLTG_BACSU Endolytic murein transglycosylase OS=Bacillus subtilis (strain 168) OX=224308 GN=mltG PE=3 SV=1,79.0,333,70
OFBKKLGO_02658_group_16116,sp|A7Z732|Y2448_BACVZ UPF0473 protein RBAM_024480 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_024480 PE=3 SV=1,100.0,93,0
OFBKKLGO_02659_yrrK,sp|A7Z733|YQGF_BACVZ Putative pre-16S rRNA nuclease OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_024490 PE=3 SV=1,99.3,138,1
OFBKKLGO_02660_group_16081,sp|Q7WY61|YRZL_BACSU UPF0297 protein YrzL OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzL PE=3 SV=1,97.7,88,2
OFBKKLGO_02661_alaS,sp|A7Z735|SYA_BACVZ Alanine--tRNA ligase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=alaS PE=3 SV=1,98.3,878,15
OFBKKLGO_02662_group_4827,sp|O34472|YRRI_BACSU Putative transport protein YrrI OS=Bacillus subtilis (strain 168) OX=224308 GN=yrrI PE=3 SV=1,77.1,353,81
OFBKKLGO_02663_glnQ,sp|O34677|GLNQ_BACSU Glutamine transport ATP-binding protein GlnQ OS=Bacillus subtilis (strain 168) OX=224308 GN=glnQ PE=2 SV=1,88.0,242,29
OFBKKLGO_02664_glnH,sp|O34563|GLNH_BACSU ABC transporter glutamine-binding protein GlnH OS=Bacillus subtilis (strain 168) OX=224308 GN=glnH PE=2 SV=1,85.9,270,37
OFBKKLGO_02665_glnM,sp|O34671|GLNM_BACSU Probable glutamine ABC transporter permease protein GlnM OS=Bacillus subtilis (strain 168) OX=224308 GN=glnM PE=2 SV=1,89.8,216,22
OFBKKLGO_02666_glnP,sp|O34606|GLNP_BACSU Probable glutamine ABC transporter permease protein GlnP OS=Bacillus subtilis (strain 168) OX=224308 GN=glnP PE=2 SV=1,88.1,218,26
OFBKKLGO_02667_group_6318,sp|C0H461|YRZQ_BACSU Uncharacterized protein YrzQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzQ PE=4 SV=1,76.7,43,10
OFBKKLGO_02668_group_16214,sp|C0H462|YRZR_BACSU Uncharacterized protein YrzR OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzR PE=4 SV=1,96.8,63,2
OFBKKLGO_02670_recD2,sp|O34481|RECDL_BACSU ATP-dependent RecD-like DNA helicase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrrC PE=3 SV=1,88.7,791,88
OFBKKLGO_02671_yrrB,sp|O34452|YRRB_BACSU TPR repeat-containing protein YrrB OS=Bacillus subtilis (strain 168) OX=224308 GN=yrrB PE=1 SV=1,87.5,40,5
OFBKKLGO_02672_mnmA,sp|A7Z745|MNMA_BACVZ tRNA-specific 2-thiouridylase MnmA OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=mnmA PE=3 SV=1,98.4,371,6
OFBKKLGO_02673_iscS_1,sp|O34599|ISCS1_BACSU Putative cysteine desulfurase IscS 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=iscS1 PE=3 SV=2,79.6,378,77
OFBKKLGO_02674_cymR,sp|O34527|CYMR_BACSU HTH-type transcriptional regulator CymR OS=Bacillus subtilis (strain 168) OX=224308 GN=cymR PE=1 SV=2,95.2,125,6
OFBKKLGO_02675_rarA,sp|O34528|YRVN_BACSU Uncharacterized AAA domain-containing protein YrvN OS=Bacillus subtilis (strain 168) OX=224308 GN=yrvN PE=3 SV=1,90.7,421,39
OFBKKLGO_02676_group_16340,sp|O32037|TCDA_BACSU tRNA threonylcarbamoyladenosine dehydratase OS=Bacillus subtilis (strain 168) OX=224308 GN=tcdA PE=3 SV=3,92.9,254,18
OFBKKLGO_02678_aspS,sp|A7Z750|SYDND_BACVZ Aspartate--tRNA(Asp/Asn) ligase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=aspS PE=3 SV=1,99.3,592,4
OFBKKLGO_02679_hisS,sp|A7Z751|SYH_BACVZ Histidine--tRNA ligase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisS PE=3 SV=1,98.3,424,7
OFBKKLGO_02682_group_6325,sp|O32040|YRZK_BACSU Uncharacterized protein YrzK OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzK PE=4 SV=1,65.5,55,19
OFBKKLGO_02683_group_4828,sp|O32041|YRVJ_BACSU Putative N-acetylmuramoyl-L-alanine amidase YrvJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yrvJ PE=3 SV=1,67.8,519,163
OFBKKLGO_02684_dtd,sp|A0A023W421|DTD_BACAM D-aminoacyl-tRNA deacylase OS=Bacillus amyloliquefaciens OX=1390 GN=dtd PE=1 SV=1,100.0,147,0
OFBKKLGO_02685_relA,sp|O54408|RELA_BACSU GTP pyrophosphokinase OS=Bacillus subtilis (strain 168) OX=224308 GN=relA PE=1 SV=3,97.1,734,21
OFBKKLGO_02686_apt,sp|A7Z756|APT_BACVZ Adenine phosphoribosyltransferase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=apt PE=3 SV=1,99.4,170,1
OFBKKLGO_02687_group_2910,sp|O32044|RECJ_BACSU Single-stranded-DNA-specific exonuclease RecJ OS=Bacillus subtilis (strain 168) OX=224308 GN=recJ PE=3 SV=1,81.8,786,142
OFBKKLGO_02690_secDF,sp|O32047|SECDF_BACSU Protein translocase subunit SecDF OS=Bacillus subtilis (strain 168) OX=224308 GN=secDF PE=1 SV=2,88.4,732,85
OFBKKLGO_02691_comN,sp|O32049|COMN_BACSU Post-transcriptional regulator ComN OS=Bacillus subtilis (strain 168) OX=224308 GN=comN PE=1 SV=1,81.6,98,18
OFBKKLGO_02692_spoVB,sp|Q00758|SP5B_BACSU Stage V sporulation protein B OS=Bacillus subtilis (strain 168) OX=224308 GN=spoVB PE=2 SV=1,87.5,518,65
OFBKKLGO_02694_group_16240,sp|O32051|YRZE_BACSU Uncharacterized membrane protein YrzE OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzE PE=4 SV=1,82.8,128,22
OFBKKLGO_02695_yajC,sp|O32052|YRBF_BACSU Sec translocon accessory complex subunit YrbF OS=Bacillus subtilis (strain 168) OX=224308 GN=yrbF PE=3 SV=1,97.6,84,2
OFBKKLGO_02696_tgt,sp|A7Z766|TGT_BACVZ Queuine tRNA-ribosyltransferase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=tgt PE=3 SV=1,99.0,381,3
OFBKKLGO_02698_group_1827,sp|C0H463|YRZS_BACSU Uncharacterized membrane protein YrzS OS=Bacillus subtilis (strain 168) OX=224308 GN=yrzS PE=4 SV=1,76.9,65,15
OFBKKLGO_02699_ruvB,sp|A7Z768|RUVB_BACVZ Holliday junction ATP-dependent DNA helicase RuvB OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ruvB PE=3 SV=1,98.5,334,5
OFBKKLGO_02700_ruvA,sp|A7Z769|RUVA_BACVZ Holliday junction ATP-dependent DNA helicase RuvA OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ruvA PE=3 SV=1,100.0,200,0
OFBKKLGO_02701_bofC,sp|O05391|BOFC_BACSU Protein BofC OS=Bacillus subtilis (strain 168) OX=224308 GN=bofC PE=1 SV=1,73.4,169,44
OFBKKLGO_02705_nadA,sp|A7Z774|NADA_BACVZ Quinolinate synthase A OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=nadA PE=3 SV=1,97.0,367,11
OFBKKLGO_02709_nadR,sp|P39667|NADR_BACSU Transcription repressor NadR OS=Bacillus subtilis (strain 168) OX=224308 GN=nadR PE=1 SV=2,79.4,180,37
OFBKKLGO_02710_pheA,sp|P21203|PHEA_BACSU Prephenate dehydratase OS=Bacillus subtilis (strain 168) OX=224308 GN=pheA PE=4 SV=1,83.5,285,47
OFBKKLGO_02711_group_15796,sp|A7Z780|Y2496_BACVZ UPF0735 ACT domain-containing protein RBAM_024960 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_024960 PE=3 SV=2,99.3,147,1
OFBKKLGO_02712_obg,sp|A7Z781|OBG_BACVZ GTPase Obg OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=obg PE=3 SV=1,99.3,428,3
OFBKKLGO_02713_spo0B,sp|P06535|SP0B_BACSU Sporulation initiation phosphotransferase B OS=Bacillus subtilis (strain 168) OX=224308 GN=spo0B PE=1 SV=1,78.6,192,41
OFBKKLGO_02714_rpmA,sp|P05657|RL27_BACSU 50S ribosomal protein L27 OS=Bacillus subtilis (strain 168) OX=224308 GN=rpmA PE=1 SV=1,98.9,94,1
OFBKKLGO_02715_group_3763,sp|P26942|YSXB_BACSU Uncharacterized protein YsxB OS=Bacillus subtilis (strain 168) OX=224308 GN=ysxB PE=4 SV=2,83.2,113,18
OFBKKLGO_02716_rplU,sp|A7Z785|RL21_BACVZ 50S ribosomal protein L21 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=rplU PE=3 SV=1,100.0,102,0
OFBKKLGO_02718_spoIVFB,sp|P26937|SP4FB_BACSU Stage IV sporulation protein FB OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIVFB PE=1 SV=1,77.8,288,64
OFBKKLGO_02719_spoIVFA,sp|P26936|SP4FA_BACSU Stage IV sporulation protein FA OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIVFA PE=1 SV=1,65.9,267,87
OFBKKLGO_02720_minD,sp|Q01464|MIND_BACSU Septum site-determining protein MinD OS=Bacillus subtilis (strain 168) OX=224308 GN=minD PE=1 SV=1,92.9,268,18
OFBKKLGO_02721_minC,sp|A7Z789|MINC_BACVZ Probable septum site-determining protein MinC OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=minC PE=3 SV=1,97.3,226,6
OFBKKLGO_02722_mreD,sp|Q01467|MRED_BACSU Rod shape-determining protein MreD OS=Bacillus subtilis (strain 168) OX=224308 GN=mreD PE=1 SV=1,74.9,171,43
OFBKKLGO_02723_mreC,sp|Q01466|MREC_BACSU Cell shape-determining protein MreC OS=Bacillus subtilis (strain 168) OX=224308 GN=mreC PE=1 SV=3,84.1,290,43
OFBKKLGO_02724_mreB,sp|Q01465|MREB_BACSU Cell shape-determining protein MreB OS=Bacillus subtilis (strain 168) OX=224308 GN=mreB PE=1 SV=3,95.0,337,17
OFBKKLGO_02725_group_3767,sp|A7Z793|Y2509_BACVZ UPF0758 protein RBAM_025090 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_025090 PE=3 SV=1,98.3,231,4
OFBKKLGO_02726_maf,sp|A7Z794|NTPPA_BACVZ dTTP/UTP pyrophosphatase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=maf PE=3 SV=1,97.9,189,4
OFBKKLGO_02730_valS,sp|Q05873|SYV_BACSU Valine--tRNA ligase OS=Bacillus subtilis (strain 168) OX=224308 GN=valS PE=1 SV=3,93.6,880,56
OFBKKLGO_02732_group_6332,sp|C0H465|YSZA_BACSU Uncharacterized membrane protein YszA OS=Bacillus subtilis (strain 168) OX=224308 GN=yszA PE=4 SV=1,90.5,63,6
OFBKKLGO_02735_hemL,"sp|A7Z7A2|GSA2_BACVZ Glutamate-1-semialdehyde 2,1-aminomutase 2 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hemL2 PE=3 SV=1",97.9,429,9
OFBKKLGO_02736_hemB,sp|P30950|HEM2_BACSU Delta-aminolevulinic acid dehydratase OS=Bacillus subtilis (strain 168) OX=224308 GN=hemB PE=3 SV=1,88.3,324,38
OFBKKLGO_02737_group_2273,sp|P21248|HEM4_BACSU Uroporphyrinogen-III synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=hemD PE=3 SV=2,63.5,260,95
OFBKKLGO_02738_hemC,sp|A7Z7A5|HEM3_BACVZ Porphobilinogen deaminase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hemC PE=3 SV=1,99.0,313,3
OFBKKLGO_02739_ccsA_2,sp|P16645|HEMX_BACSU Protein HemX OS=Bacillus subtilis (strain 168) OX=224308 GN=hemX PE=4 SV=2,93.8,276,17
OFBKKLGO_02740_hemA,sp|A7Z7A7|HEM1_BACVZ Glutamyl-tRNA reductase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hemA PE=3 SV=2,98.5,455,7
OFBKKLGO_02742_engB,sp|A7Z7A9|ENGB_BACVZ Probable GTP-binding protein EngB OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=engB PE=3 SV=1,99.5,195,1
OFBKKLGO_02743_lon1,sp|P37945|LON1_BACSU Lon protease 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=lon1 PE=1 SV=1,91.2,774,68
OFBKKLGO_02744_lon2,sp|P42425|LON2_BACSU Lon protease 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=lon2 PE=2 SV=2,92.2,552,43
OFBKKLGO_02745_clpX,sp|A7Z7B2|CLPX_BACVZ ATP-dependent Clp protease ATP-binding subunit ClpX OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=clpX PE=3 SV=1,99.5,420,2
OFBKKLGO_02746_tig,sp|A7Z7B3|TIG_BACVZ Trigger factor OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=tig PE=3 SV=1,99.1,424,4
OFBKKLGO_02747_group_4839,sp|P94569|YSOA_BACSU TPR repeat-containing protein YsoA OS=Bacillus subtilis (strain 168) OX=224308 GN=ysoA PE=4 SV=2,83.2,334,56
OFBKKLGO_02748_leuD1,sp|A7Z7B5|LEUD_BACVZ 3-isopropylmalate dehydratase small subunit OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=leuD PE=3 SV=1,98.0,199,4
OFBKKLGO_02749_leuC,sp|A7Z7B6|LEUC_BACVZ 3-isopropylmalate dehydratase large subunit OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=leuC PE=3 SV=1,98.3,472,8
OFBKKLGO_02750_leuB,sp|P05645|LEU3_BACSU 3-isopropylmalate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=leuB PE=3 SV=3,82.9,363,62
OFBKKLGO_02751_leuA,sp|A7Z7B8|LEU1_BACVZ 2-isopropylmalate synthase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=leuA PE=3 SV=1,96.3,518,19
OFBKKLGO_02752_ilvC,sp|A7Z7B9|ILVC_BACVZ Ketol-acid reductoisomerase (NADP(+)) OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ilvC PE=3 SV=1,100.0,342,0
OFBKKLGO_02753_ilvH,sp|P37252|ILVH_BACSU Acetolactate synthase small subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=ilvH PE=3 SV=3,97.7,172,4
OFBKKLGO_02758_group_2914,sp|P94559|YSNB_BACSU Putative metallophosphoesterase YsnB OS=Bacillus subtilis (strain 168) OX=224308 GN=ysnB PE=3 SV=2,75.0,164,41
OFBKKLGO_02760_rph,sp|A7Z7C6|RNPH_BACVZ Ribonuclease PH OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=rph PE=3 SV=1,99.2,245,2
OFBKKLGO_02761_gerM,sp|P39072|GERM_BACSU Spore germination protein GerM OS=Bacillus subtilis (strain 168) OX=224308 GN=gerM PE=1 SV=2,83.1,366,57
OFBKKLGO_02762_racE,sp|A7Z7C8|MURI_BACVZ Glutamate racemase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=murI PE=3 SV=1,97.4,271,7
OFBKKLGO_02763_yusO_1,sp|P97247|YSMB_BACSU Uncharacterized HTH-type transcriptional regulator YsmB OS=Bacillus subtilis (strain 168) OX=224308 GN=ysmB PE=4 SV=1,90.4,146,14
OFBKKLGO_02764_gerE,sp|P11470|GERE_BACSU Spore germination protein GerE OS=Bacillus subtilis (strain 168) OX=224308 GN=gerE PE=1 SV=2,97.3,74,2
OFBKKLGO_02766_frdB,sp|P08066|SDHB_BACSU Succinate dehydrogenase iron-sulfur subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=sdhB PE=3 SV=3,94.1,253,14
OFBKKLGO_02767_frdA,sp|P08065|SDHA_BACSU Succinate dehydrogenase flavoprotein subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=sdhA PE=3 SV=4,96.8,586,19
OFBKKLGO_02768_sdhC,sp|P08064|DHSC_BACSU Succinate dehydrogenase cytochrome b558 subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=sdhC PE=1 SV=2,94.6,202,11
OFBKKLGO_02769_yslB,sp|P42955|YSLB_BACSU Uncharacterized protein YslB OS=Bacillus subtilis (strain 168) OX=224308 GN=yslB PE=1 SV=1,81.8,148,27
OFBKKLGO_02770_lysC_2,sp|P08495|AK2_BACSU Aspartokinase 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=lysC PE=1 SV=2,87.0,409,52
OFBKKLGO_02772_uvrC_1,sp|A7Z7D7|UVRC_BACVZ UvrABC system protein C OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=uvrC PE=3 SV=1,98.1,590,11
OFBKKLGO_02773_trxA,sp|P14949|THIO_BACSU Thioredoxin OS=Bacillus subtilis (strain 168) OX=224308 GN=trxA PE=1 SV=3,99.0,104,1
OFBKKLGO_02774_abf2,sp|P94552|IABF2_BACSU Intracellular exo-alpha-L-arabinofuranosidase 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=abf2 PE=1 SV=2,80.8,494,95
OFBKKLGO_02775_carE,sp|P94551|ETFA_BACSU Electron transfer flavoprotein subunit alpha OS=Bacillus subtilis (strain 168) OX=224308 GN=etfA PE=3 SV=1,82.5,325,57
OFBKKLGO_02776_etfB,sp|P94550|ETFB_BACSU Electron transfer flavoprotein subunit beta OS=Bacillus subtilis (strain 168) OX=224308 GN=etfB PE=3 SV=1,86.8,257,34
OFBKKLGO_02777_fadB,sp|P94549|FADB_BACSU Probable enoyl-CoA hydratase OS=Bacillus subtilis (strain 168) OX=224308 GN=fadB PE=2 SV=1,77.0,257,59
OFBKKLGO_02778_fadR,sp|P94548|FADR_BACSU Fatty acid metabolism regulator protein OS=Bacillus subtilis (strain 168) OX=224308 GN=fadR PE=1 SV=1,86.5,192,26
OFBKKLGO_02779_fadD,sp|P94547|LCFA_BACSU Long-chain-fatty-acid--CoA ligase OS=Bacillus subtilis (strain 168) OX=224308 GN=lcfA PE=3 SV=1,81.0,552,105
OFBKKLGO_02781_group_15976,sp|P94546|YSHE_BACSU UPF0719 transmembrane protein YshE OS=Bacillus subtilis (strain 168) OX=224308 GN=yshE PE=3 SV=1,93.3,134,9
OFBKKLGO_02782_mutS2,sp|A7Z7E7|MUTS2_BACVZ Endonuclease MutS2 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=mutS2 PE=3 SV=1,98.2,785,14
OFBKKLGO_02784_group_6348,sp|P94543|YSHB_BACSU Uncharacterized transmembrane protein YshB OS=Bacillus subtilis (strain 168) OX=224308 GN=yshB PE=4 SV=1,80.8,177,34
OFBKKLGO_02785_zapA,sp|A7Z7F0|ZAPA_BACVZ Cell division protein ZapA OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=zapA PE=3 SV=1,97.6,85,2
OFBKKLGO_02786_rnhC,sp|A7Z7F1|RNH3_BACVZ Ribonuclease HIII OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=rnhC PE=3 SV=1,97.1,313,9
OFBKKLGO_02787_pheT,sp|P17922|SYFB_BACSU Phenylalanine--tRNA ligase beta subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=pheT PE=3 SV=2,88.9,804,89
OFBKKLGO_02788_pheS,sp|P17921|SYFA_BACSU Phenylalanine--tRNA ligase alpha subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=pheS PE=3 SV=2,92.2,344,27
OFBKKLGO_02789_trmH,sp|P94538|YSGA_BACSU Uncharacterized tRNA/rRNA methyltransferase YsgA OS=Bacillus subtilis (strain 168) OX=224308 GN=ysgA PE=3 SV=2,80.6,248,48
OFBKKLGO_02790_sspI,"sp|A7Z7F5|SSPI_BACVZ Small, acid-soluble spore protein I OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=sspI PE=3 SV=1",98.6,71,1
OFBKKLGO_02794_cstA,sp|P94532|CSTA_BACSU Peptide transporter CstA OS=Bacillus subtilis (strain 168) OX=224308 GN=cstA PE=3 SV=2,90.5,598,57
OFBKKLGO_02795_abfA,sp|P94531|IABF1_BACSU Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=abfA PE=1 SV=2,87.5,496,62
OFBKKLGO_02796_araQ,sp|P94530|ARAQ_BACSU L-arabinose transport system permease protein AraQ OS=Bacillus subtilis (strain 168) OX=224308 GN=araQ PE=2 SV=2,90.3,279,27
OFBKKLGO_02797_araP,sp|P94529|ARAP_BACSU L-arabinose transport system permease protein AraP OS=Bacillus subtilis (strain 168) OX=224308 GN=araP PE=2 SV=1,85.0,313,47
OFBKKLGO_02798_araN,sp|P94528|ARAN_BACSU Probable arabinose-binding protein OS=Bacillus subtilis (strain 168) OX=224308 GN=araN PE=2 SV=2,83.7,430,69
OFBKKLGO_02801_araD,sp|P94525|ARAD_BACSU L-ribulose-5-phosphate 4-epimerase OS=Bacillus subtilis (strain 168) OX=224308 GN=araD PE=2 SV=1,83.0,229,39
OFBKKLGO_02803_araA,sp|P94523|ARAA_BACSU L-arabinose isomerase OS=Bacillus subtilis (strain 168) OX=224308 GN=araA PE=2 SV=2,85.0,494,74
OFBKKLGO_02804_abnA,sp|P94522|EABN1_BACSU Extracellular endo-alpha-(1->5)-L-arabinanase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=abnA PE=1 SV=3,85.0,320,48
OFBKKLGO_02805_ysdC_2,sp|P94521|YSDC_BACSU Putative aminopeptidase YsdC OS=Bacillus subtilis (strain 168) OX=224308 GN=ysdC PE=1 SV=1,90.0,361,36
OFBKKLGO_02808_rplT,sp|P55873|RL20_BACSU 50S ribosomal protein L20 OS=Bacillus subtilis (strain 168) OX=224308 GN=rplT PE=1 SV=1,99.2,119,1
OFBKKLGO_02809_rpmI,sp|A7Z7H4|RL35_BACVZ 50S ribosomal protein L35 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=rpmI PE=3 SV=1,100.0,66,0
OFBKKLGO_02810_infC,sp|P55872|IF3_BACSU Translation initiation factor IF-3 OS=Bacillus subtilis (strain 168) OX=224308 GN=infC PE=3 SV=3,100.0,167,0
OFBKKLGO_02812_lrgB,sp|P94516|LRGB_BACSU Antiholin-like protein LrgB OS=Bacillus subtilis (strain 168) OX=224308 GN=lrgB PE=3 SV=1,93.0,227,16
OFBKKLGO_02813_lrgA,sp|P94515|LRGA_BACSU Antiholin-like protein LrgA OS=Bacillus subtilis (strain 168) OX=224308 GN=lrgA PE=3 SV=1,72.6,146,40
OFBKKLGO_02814_lytR,sp|P94514|LYTT_BACSU Sensory transduction protein LytT OS=Bacillus subtilis (strain 168) OX=224308 GN=lytT PE=3 SV=1,79.8,243,47
OFBKKLGO_02815_ypdA,sp|P94513|LYTS_BACSU Sensor protein LytS OS=Bacillus subtilis (strain 168) OX=224308 GN=lytS PE=3 SV=1,83.3,592,99
OFBKKLGO_02816_ppaX_1,sp|P94512|PSP_BACSU Phosphoserine phosphatase OS=Bacillus subtilis (strain 168) OX=224308 GN=serB PE=1 SV=2,85.4,260,38
OFBKKLGO_02817_thrS,sp|A7Z7I1|SYT_BACVZ Threonine--tRNA ligase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=thrS PE=3 SV=1,98.9,643,7
OFBKKLGO_02818_group_6360,sp|P06569|YTXC_BACSU Uncharacterized protein YtxC OS=Bacillus subtilis (strain 168) OX=224308 GN=ytxC PE=4 SV=2,76.2,269,64
OFBKKLGO_02819_ydjZ,sp|P06568|YTXB_BACSU TVP38/TMEM64 family membrane protein YtxB OS=Bacillus subtilis (strain 168) OX=224308 GN=ytxB PE=3 SV=1,68.1,213,68
OFBKKLGO_02820_dnaI,sp|P06567|DNAI_BACSU Primosomal protein DnaI OS=Bacillus subtilis (strain 168) OX=224308 GN=dnaI PE=1 SV=1,86.4,309,42
OFBKKLGO_02821_dnaB,sp|P07908|DNAB_BACSU Replication initiation and membrane attachment protein OS=Bacillus subtilis (strain 168) OX=224308 GN=dnaB PE=1 SV=1,78.2,472,100
OFBKKLGO_02822_nrdR,sp|A7Z7I6|NRDR_BACVZ Transcriptional repressor NrdR OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=nrdR PE=3 SV=1,99.3,152,1
OFBKKLGO_02823_speH,sp|A7Z7I7|SPEH_BACVZ S-adenosylmethionine decarboxylase proenzyme OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=speH PE=3 SV=2,100.0,126,0
OFBKKLGO_02824_gapB,sp|O34425|G3P2_BACSU Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=gapB PE=1 SV=1,89.1,340,37
OFBKKLGO_02825_ytcD_2,sp|O34533|YTCD_BACSU Uncharacterized HTH-type transcriptional regulator YtcD OS=Bacillus subtilis (strain 168) OX=224308 GN=ytcD PE=1 SV=1,85.1,121,18
OFBKKLGO_02826_ydhP_2,sp|O34367|YTBD_BACSU Uncharacterized MFS-type transporter YtbD OS=Bacillus subtilis (strain 168) OX=224308 GN=ytbD PE=3 SV=1,81.9,392,71
OFBKKLGO_02827_ytbE,sp|O34678|YTBE_BACSU Uncharacterized oxidoreductase YtbE OS=Bacillus subtilis (strain 168) OX=224308 GN=ytbE PE=1 SV=1,81.8,280,51
OFBKKLGO_02828_coaE,sp|O34932|COAE_BACSU Dephospho-CoA kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=coaE PE=3 SV=1,72.6,197,54
OFBKKLGO_02829_ytaF_2,sp|C0SP79|YTAF_BACSU Probable sporulation protein YtaF OS=Bacillus subtilis (strain 168) OX=224308 GN=ytaF PE=2 SV=1,81.4,210,39
OFBKKLGO_02830_mutM,sp|O34403|FPG_BACSU Formamidopyrimidine-DNA glycosylase OS=Bacillus subtilis (strain 168) OX=224308 GN=mutM PE=3 SV=4,88.4,275,32
OFBKKLGO_02831_polA,sp|O34996|DPO1_BACSU DNA polymerase I OS=Bacillus subtilis (strain 168) OX=224308 GN=polA PE=3 SV=1,88.5,881,98
